date_utc,mlt,mlat,glon,glat,source
2015-01-01 02:08:00+00:00,23.56,69.0,308.03,62.23,forsyth
2015-01-01 02:12:00+00:00,23.63,69.98,308.27,64.17,ohtani
2015-01-01 02:42:00+00:00,22.7,72.0,291.62,62.5,forsyth
2015-01-01 03:13:00+00:00,0.75,69.0,307.87,62.19,forsyth
2015-01-01 03:50:00+00:00,22.9,70.0,282.26,59.41,forsyth
2015-01-01 03:57:00+00:00,1.75,72.64,307.1,65.42,ohtani
2015-01-01 07:47:00+00:00,20.87,71.0,218.66,69.61,forsyth
2015-01-01 07:50:00+00:00,20.92,71.5,216.35,70.14,ohtani
2015-01-01 07:53:00+00:00,20.98,71.5,216.35,70.14,newell
2015-01-01 17:06:00+00:00,22.65,69.34,80.7,73.53,ohtani
2015-01-01 17:44:00+00:00,1.97,66.0,129.77,71.89,forsyth
2015-01-01 19:01:00+00:00,21.54,73.0,21.28,76.45,forsyth
2015-01-01 20:07:00+00:00,22.6,73.0,21.29,76.45,forsyth
2015-01-01 21:47:00+00:00,10.26,71.0,218.65,69.61,forsyth
2015-01-01 21:54:00+00:00,23.76,67.8,22.22,70.54,ohtani
2015-01-01 22:19:00+00:00,0.4,68.19,25.79,71.09,newell
2015-01-02 00:03:00+00:00,2.0,71.0,16.82,74.06,forsyth
2015-01-02 01:50:00+00:00,23.22,69.98,308.27,64.17,ohtani
2015-01-02 02:10:00+00:00,21.09,70.39,281.85,60.82,newell
2015-01-02 02:11:00+00:00,21.09,70.0,282.47,59.42,forsyth
2015-01-02 05:15:00+00:00,1.8,74.0,293.77,64.91,forsyth
2015-01-02 12:05:00+00:00,1.25,65.45,212.57,65.12,ohtani
2015-01-02 12:06:00+00:00,1.27,65.0,213.52,64.57,forsyth
2015-01-02 12:06:00+00:00,1.28,65.45,212.14,64.87,newell
2015-01-02 12:40:00+00:00,2.3,66.59,218.84,64.78,newell
2015-01-02 13:00:00+00:00,1.4,70.64,203.38,71.32,newell
2015-01-02 16:46:00+00:00,11.04,75.99,273.77,66.52,newell
2015-01-02 16:46:00+00:00,9.16,63.0,256.16,53.56,forsyth
2015-01-02 17:29:00+00:00,2.79,65.67,147.89,70.62,ohtani
2015-01-02 18:05:00+00:00,4.45,65.0,172.65,69.93,forsyth
2015-01-02 18:08:00+00:00,2.33,66.71,128.92,71.59,newell
2015-01-02 18:42:00+00:00,5.55,65.37,180.63,68.88,newell
2015-01-02 18:43:00+00:00,5.55,65.0,182.89,69.07,forsyth
2015-01-02 19:10:00+00:00,3.3,66.71,128.92,71.59,newell
2015-01-02 19:54:00+00:00,5.02,65.0,149.18,70.88,forsyth
2015-01-02 20:19:00+00:00,6.58,65.92,170.9,70.08,newell
2015-01-02 21:11:00+00:00,8.88,70.0,205.66,70.94,forsyth
2015-01-02 22:10:00+00:00,0.6,64.77,35.02,67.97,newell
2015-01-02 22:11:00+00:00,0.6,64.0,33.07,67.92,forsyth
2015-01-02 23:23:00+00:00,0.99,65.0,17.87,68.12,forsyth
2015-01-02 23:27:00+00:00,0.81,63.82,12.5,66.11,ohtani
2015-01-02 23:30:00+00:00,1.12,65.14,20.42,67.84,newell
2015-01-03 01:00:00+00:00,2.79,64.03,20.42,67.84,ohtani
2015-01-03 01:05:00+00:00,2.5,61.0,17.43,64.21,forsyth
2015-01-03 01:16:00+00:00,21.04,66.7,291.6,58.1,newell
2015-01-03 05:36:00+00:00,22.81,73.6,263.99,64.32,ohtani
2015-01-03 05:49:00+00:00,3.66,67.0,309.23,60.46,forsyth
2015-01-03 06:48:00+00:00,23.37,63.8,254.74,55.2,ohtani
2015-01-03 06:51:00+00:00,23.43,63.0,255.53,53.67,forsyth
2015-01-03 06:51:00+00:00,2.22,70.39,281.85,60.82,newell
2015-01-03 10:36:00+00:00,3.12,63.0,255.34,53.7,forsyth
2015-01-03 10:36:00+00:00,5.91,70.39,281.85,60.82,newell
2015-01-03 11:03:00+00:00,0.12,65.45,212.14,64.87,newell
2015-01-03 11:27:00+00:00,0.5,71.5,216.35,70.14,newell
2015-01-04 01:55:00+00:00,23.3,69.0,308.05,62.23,forsyth
2015-01-04 03:52:00+00:00,0.28,74.0,294.0,64.95,forsyth
2015-01-04 06:11:00+00:00,22.8,67.0,256.32,58.22,newell
2015-01-04 06:15:00+00:00,22.85,67.0,257.23,57.47,forsyth
2015-01-04 06:28:00+00:00,23.09,67.0,256.32,58.22,ohtani
2015-01-04 07:05:00+00:00,22.95,67.0,249.19,58.91,forsyth
2015-01-04 07:19:00+00:00,23.21,67.48,248.07,60.03,newell
2015-01-04 11:06:00+00:00,3.07,64.0,249.5,55.8,forsyth
2015-01-04 11:06:00+00:00,3.09,64.28,248.79,56.66,newell
2015-01-04 11:50:00+00:00,5.47,66.0,265.87,55.36,forsyth
2015-01-04 11:53:00+00:00,1.97,63.93,224.78,61.01,newell
2015-01-04 13:01:00+00:00,3.19,63.93,224.78,61.01,newell
2015-01-04 13:02:00+00:00,3.19,63.0,225.72,60.02,forsyth
2015-01-04 13:58:00+00:00,4.14,63.0,225.96,59.97,forsyth
2015-01-04 14:45:00+00:00,2.16,65.37,180.63,68.88,newell
2015-01-04 15:46:00+00:00,4.85,65.45,212.14,64.87,newell
2015-01-04 15:46:00+00:00,5.78,63.0,226.63,59.82,forsyth
2015-01-04 16:14:00+00:00,4.39,70.64,203.38,71.32,newell
2015-01-04 16:54:00+00:00,19.27,65.6,27.29,68.56,newell
2015-01-04 17:28:00+00:00,19.68,71.89,19.2,74.5,newell
2015-01-04 19:10:00+00:00,5.45,65.0,172.61,69.93,forsyth
2015-01-04 19:21:00+00:00,3.46,66.71,128.92,71.59,newell
2015-01-04 19:51:00+00:00,3.94,66.71,128.92,71.59,newell
2015-01-04 22:26:00+00:00,0.28,61.0,25.24,64.6,forsyth
2015-01-04 22:36:00+00:00,0.46,61.47,27.23,64.52,newell
2015-01-04 23:20:00+00:00,1.24,64.0,24.43,67.52,forsyth
2015-01-04 23:21:00+00:00,1.27,64.41,26.63,67.37,newell
2015-01-05 01:04:00+00:00,0.31,65.01,338.3,64.18,newell
2015-01-05 01:05:00+00:00,0.31,65.0,336.35,63.67,forsyth
2015-01-05 05:38:00+00:00,2.35,63.9,298.3,56.4,ohtani
2015-01-05 05:41:00+00:00,2.41,63.0,297.98,54.22,forsyth
2015-01-05 06:06:00+00:00,23.64,68.0,266.5,57.38,forsyth
2015-01-05 07:08:00+00:00,5.0,69.0,307.57,62.14,forsyth
2015-01-05 08:52:00+00:00,22.33,66.0,220.62,64.13,forsyth
2015-01-05 11:22:00+00:00,0.45,65.45,212.14,64.87,newell
2015-01-05 11:22:00+00:00,0.43,65.0,213.33,64.61,forsyth
2015-01-05 11:23:00+00:00,0.45,65.45,212.57,65.12,ohtani
2015-01-05 13:45:00+00:00,22.49,66.71,128.92,71.59,newell
2015-01-05 13:45:00+00:00,22.47,66.0,129.32,71.88,forsyth
2015-01-05 13:46:00+00:00,22.49,66.71,128.92,71.59,ohtani
2015-01-05 14:13:00+00:00,23.98,65.67,147.89,70.62,newell
2015-01-05 16:43:00+00:00,5.55,71.0,219.25,69.49,forsyth
2015-01-05 18:09:00+00:00,6.76,71.0,218.8,69.58,forsyth
2015-01-05 18:32:00+00:00,2.67,66.71,128.92,71.59,ohtani
2015-01-05 18:41:00+00:00,2.81,66.0,129.68,71.88,forsyth
2015-01-06 05:16:00+00:00,1.93,63.9,298.3,56.4,ohtani
2015-01-06 05:17:00+00:00,10.88,69.0,79.36,74.18,forsyth
2015-01-06 05:58:00+00:00,3.71,69.0,307.41,62.1,forsyth
2015-01-06 08:12:00+00:00,6.06,69.0,307.7,62.16,forsyth
2015-01-06 08:41:00+00:00,0.22,69.42,245.52,62.48,newell
2015-01-06 08:41:00+00:00,0.21,69.0,247.01,61.42,forsyth
2015-01-06 09:02:00+00:00,4.34,70.39,281.85,60.82,newell
2015-01-06 10:40:00+00:00,7.46,63.9,298.3,56.4,newell
2015-01-06 16:15:00+00:00,11.12,78.0,279.14,67.8,forsyth
2015-01-06 16:17:00+00:00,12.78,78.52,291.4,70.5,newell
2015-01-07 07:31:00+00:00,2.86,70.39,282.71,60.05,ohtani
2015-01-07 07:55:00+00:00,4.2,66.0,291.62,56.25,forsyth
2015-01-07 08:02:00+00:00,3.4,65.01,282.24,55.28,newell
2015-01-07 08:32:00+00:00,22.84,60.12,227.05,56.81,newell
2015-01-07 08:41:00+00:00,4.0,63.0,282.78,52.16,forsyth
2015-01-07 08:52:00+00:00,22.86,63.93,224.78,61.01,newell
2015-01-07 09:46:00+00:00,3.49,72.45,267.89,62.82,newell
2015-01-07 10:08:00+00:00,5.39,70.39,281.85,60.82,newell
2015-01-07 15:28:00+00:00,2.23,65.0,173.19,69.89,forsyth
2015-01-07 21:11:00+00:00,17.48,63.0,298.2,54.26,forsyth
2015-01-07 21:38:00+00:00,2.84,69.0,79.61,74.18,forsyth
2015-01-07 22:44:00+00:00,0.1,61.87,18.75,64.61,ohtani
2015-01-08 00:17:00+00:00,1.7,66.86,16.03,69.3,ohtani
2015-01-08 00:47:00+00:00,2.82,68.0,23.15,71.44,forsyth
2015-01-08 03:35:00+00:00,9.02,69.0,79.81,74.19,forsyth
2015-01-08 03:36:00+00:00,23.54,66.7,291.6,58.1,ohtani
2015-01-08 04:00:00+00:00,21.33,68.5,265.91,58.76,newell
2015-01-08 04:01:00+00:00,21.33,68.0,266.73,57.36,forsyth
2015-01-08 04:21:00+00:00,21.71,68.5,265.91,58.76,newell
2015-01-08 08:39:00+00:00,21.33,70.87,216.35,70.14,ohtani
2015-01-08 08:41:00+00:00,21.68,71.5,216.35,70.14,newell
2015-01-08 08:41:00+00:00,21.66,71.0,218.63,69.62,forsyth
2015-01-08 10:07:00+00:00,23.03,71.0,218.33,69.68,forsyth
2015-01-08 10:10:00+00:00,22.78,70.87,216.35,70.14,ohtani
2015-01-08 11:07:00+00:00,22.32,65.0,181.88,69.17,forsyth
2015-01-08 11:44:00+00:00,1.74,63.0,225.39,60.09,forsyth
2015-01-08 11:48:00+00:00,23.08,65.37,180.63,68.88,newell
2015-01-08 15:00:00+00:00,2.34,65.0,183.46,69.02,forsyth
2015-01-08 15:01:00+00:00,23.67,66.71,128.92,71.59,newell
2015-01-08 17:30:00+00:00,22.94,69.34,80.7,73.53,ohtani
2015-01-08 21:50:00+00:00,3.04,69.0,79.77,74.18,forsyth
2015-01-08 21:54:00+00:00,23.89,65.6,23.7,69.46,ohtani
2015-01-08 21:55:00+00:00,23.36,66.86,16.03,69.3,newell
2015-01-08 23:02:00+00:00,0.84,67.0,19.88,70.24,forsyth
2015-01-09 02:37:00+00:00,0.14,75.0,305.76,68.01,forsyth
2015-01-09 06:21:00+00:00,23.03,58.49,256.2,49.69,ohtani
2015-01-09 06:26:00+00:00,23.94,66.0,266.0,55.35,forsyth
2015-01-09 07:52:00+00:00,3.19,70.0,282.18,59.4,forsyth
2015-01-09 09:16:00+00:00,1.84,67.0,256.32,58.22,ohtani
2015-01-09 10:48:00+00:00,8.66,75.0,305.14,67.89,forsyth
2015-01-09 12:43:00+00:00,2.26,66.59,220.89,64.05,ohtani
2015-01-09 12:44:00+00:00,2.3,66.59,218.84,64.78,newell
2015-01-09 12:44:00+00:00,2.28,66.0,220.13,64.23,forsyth
2015-01-09 16:16:00+00:00,0.71,66.0,130.33,71.89,forsyth
2015-01-09 17:01:00+00:00,1.33,66.71,128.92,71.59,ohtani
2015-01-09 17:05:00+00:00,19.32,71.0,16.94,74.07,forsyth
2015-01-09 22:31:00+00:00,23.93,66.86,16.03,69.3,ohtani
2015-01-09 23:12:00+00:00,1.11,71.0,16.44,74.03,forsyth
2015-01-09 23:12:00+00:00,1.13,71.89,19.2,74.5,newell
2015-01-10 03:24:00+00:00,1.24,65.75,314.56,61.16,ohtani
2015-01-10 03:44:00+00:00,1.32,67.0,309.48,60.51,forsyth
2015-01-10 03:53:00+00:00,1.62,72.64,309.28,67.02,newell
2015-01-10 08:42:00+00:00,0.49,67.0,249.35,58.88,forsyth
2015-01-10 08:46:00+00:00,0.55,67.48,248.89,58.77,ohtani
2015-01-10 08:48:00+00:00,0.29,69.42,245.52,62.48,newell
2015-01-10 09:59:00+00:00,2.64,58.49,256.2,49.69,ohtani
2015-01-10 10:00:00+00:00,22.13,70.64,203.38,71.32,newell
2015-01-10 10:01:00+00:00,22.13,70.0,205.45,70.97,forsyth
2015-01-10 10:23:00+00:00,23.28,71.0,218.24,69.69,forsyth
2015-01-10 10:53:00+00:00,23.82,71.5,216.35,70.14,newell
2015-01-10 10:54:00+00:00,23.82,71.0,218.12,69.72,forsyth
2015-01-10 13:08:00+00:00,1.44,70.64,203.38,71.32,ohtani
2015-01-10 13:19:00+00:00,0.67,65.0,182.31,69.13,forsyth
2015-01-10 15:07:00+00:00,2.42,65.37,180.63,68.88,ohtani
2015-01-10 15:10:00+00:00,23.79,66.71,128.92,71.59,newell
2015-01-10 15:10:00+00:00,4.95,71.0,228.66,67.53,forsyth
2015-01-10 15:47:00+00:00,3.01,65.37,180.63,68.88,newell
2015-01-10 15:47:00+00:00,3.0,65.0,183.65,69.0,forsyth
2015-01-10 16:13:00+00:00,1.71,65.67,147.89,70.62,newell
2015-01-11 01:26:00+00:00,23.08,65.75,314.56,61.16,ohtani
2015-01-11 01:28:00+00:00,22.98,72.64,309.28,67.02,newell
2015-01-11 01:28:00+00:00,3.53,68.0,23.16,71.45,forsyth
2015-01-11 02:52:00+00:00,0.38,67.0,309.68,60.55,forsyth
2015-01-11 06:24:00+00:00,22.16,67.48,248.07,60.03,newell
2015-01-11 06:24:00+00:00,22.14,67.0,249.09,58.93,forsyth
2015-01-11 06:26:00+00:00,22.17,67.48,248.89,58.77,ohtani
2015-01-11 07:03:00+00:00,0.79,72.0,268.61,61.44,forsyth
2015-01-11 07:15:00+00:00,0.55,73.6,263.99,64.32,newell
2015-01-11 07:24:00+00:00,0.69,73.0,264.85,62.8,forsyth
2015-01-11 07:57:00+00:00,20.95,71.5,216.35,70.14,newell
2015-01-11 08:12:00+00:00,0.0,67.0,249.24,58.9,forsyth
2015-01-11 09:44:00+00:00,7.49,73.0,305.92,65.93,forsyth
2015-01-11 09:52:00+00:00,23.4,66.24,220.89,64.05,newell
2015-01-11 09:52:00+00:00,23.49,71.57,226.23,68.41,ohtani
2015-01-11 10:35:00+00:00,23.62,67.65,214.78,66.56,newell
2015-01-11 10:36:00+00:00,23.62,67.0,216.04,66.06,forsyth
2015-01-11 13:35:00+00:00,23.27,65.0,148.7,70.88,forsyth
2015-01-11 13:37:00+00:00,23.3,65.67,147.89,70.62,ohtani
2015-01-11 14:22:00+00:00,0.05,65.0,149.19,70.88,forsyth
2015-01-11 14:44:00+00:00,23.37,66.0,129.93,71.89,forsyth
2015-01-11 15:51:00+00:00,0.35,66.71,128.92,71.59,ohtani
2015-01-11 16:01:00+00:00,0.49,66.0,130.33,71.89,forsyth
2015-01-11 20:18:00+00:00,22.37,68.19,22.22,70.54,ohtani
2015-01-11 20:23:00+00:00,22.45,68.0,22.6,71.41,forsyth
2015-01-12 05:35:00+00:00,0.8,69.6,281.92,58.47,ohtani
2015-01-12 05:52:00+00:00,1.11,69.0,282.82,58.4,forsyth
2015-01-12 08:10:00+00:00,0.26,77.0,256.7,68.22,forsyth
2015-01-12 10:54:00+00:00,7.48,74.0,293.56,64.88,forsyth
2015-01-12 11:46:00+00:00,22.99,65.37,180.63,68.88,ohtani
2015-01-12 11:46:00+00:00,9.59,73.0,305.48,65.85,forsyth
2015-01-12 11:46:00+00:00,23.01,65.37,180.63,68.88,newell
2015-01-12 12:11:00+00:00,0.42,70.64,203.38,71.32,newell
2015-01-12 13:10:00+00:00,2.37,67.0,216.2,66.03,forsyth
2015-01-12 15:50:00+00:00,21.55,69.34,80.7,73.53,newell
2015-01-12 15:51:00+00:00,21.55,69.0,80.48,74.2,forsyth
2015-01-12 16:02:00+00:00,0.5,66.71,128.92,71.59,ohtani
2015-01-12 16:13:00+00:00,0.66,66.71,128.92,71.59,newell
2015-01-12 17:00:00+00:00,22.5,69.0,80.27,74.19,forsyth
2015-01-12 18:27:00+00:00,20.56,74.52,15.6,77.0,ohtani
2015-01-12 19:00:00+00:00,21.47,73.0,21.26,76.45,forsyth
2015-01-12 20:56:00+00:00,22.87,71.89,19.2,74.5,ohtani
2015-01-12 21:16:00+00:00,23.2,71.0,16.34,74.02,forsyth
2015-01-12 22:18:00+00:00,3.48,69.0,79.72,74.18,forsyth
2015-01-13 02:34:00+00:00,23.91,71.0,306.51,63.97,forsyth
2015-01-13 02:42:00+00:00,0.06,71.43,308.27,64.17,ohtani
2015-01-13 03:04:00+00:00,0.53,73.0,306.18,65.98,forsyth
2015-01-13 04:00:00+00:00,23.19,73.0,283.75,62.69,forsyth
2015-01-13 11:07:00+00:00,0.5,66.59,218.84,64.78,newell
2015-01-13 11:07:00+00:00,8.96,75.0,305.12,67.89,forsyth
2015-01-13 11:08:00+00:00,0.5,66.59,218.84,64.78,ohtani
2015-01-13 12:06:00+00:00,1.72,66.0,222.29,63.77,forsyth
2015-01-13 12:08:00+00:00,1.61,66.59,218.84,64.78,newell
2015-01-13 12:14:00+00:00,1.86,66.24,220.89,64.05,ohtani
2015-01-13 12:43:00+00:00,1.76,71.0,218.26,69.69,forsyth
2015-01-13 14:07:00+00:00,23.8,65.67,147.89,70.62,newell
2015-01-13 16:58:00+00:00,1.26,66.71,128.92,71.59,ohtani
2015-01-13 17:01:00+00:00,1.32,66.71,128.92,71.59,newell
2015-01-13 20:13:00+00:00,4.24,66.0,129.52,71.88,forsyth
2015-01-13 20:58:00+00:00,22.9,71.0,16.25,74.02,forsyth
2015-01-13 22:48:00+00:00,0.59,67.8,22.22,70.54,ohtani
2015-01-13 22:53:00+00:00,0.89,68.0,22.7,71.42,forsyth
2015-01-14 00:47:00+00:00,2.36,67.0,16.3,69.99,forsyth
2015-01-14 09:03:00+00:00,2.26,73.6,263.99,64.32,ohtani
2015-01-14 09:06:00+00:00,4.31,70.0,282.16,59.4,forsyth
2015-01-14 10:12:00+00:00,23.52,66.0,220.21,64.21,forsyth
2015-01-14 10:13:00+00:00,23.54,66.59,220.89,64.05,ohtani
2015-01-14 10:16:00+00:00,23.6,66.59,218.84,64.78,newell
2015-01-14 11:54:00+00:00,0.86,71.5,216.35,70.14,ohtani
2015-01-14 12:04:00+00:00,1.05,71.0,218.18,69.71,forsyth
2015-01-14 13:22:00+00:00,0.68,65.0,182.3,69.13,forsyth
2015-01-14 13:22:00+00:00,0.68,65.37,180.63,68.88,ohtani
2015-01-14 13:23:00+00:00,0.71,65.37,180.63,68.88,newell
2015-01-14 19:46:00+00:00,21.74,71.89,19.2,74.5,ohtani
2015-01-14 20:06:00+00:00,1.33,69.0,79.73,74.18,forsyth
2015-01-15 04:37:00+00:00,23.63,70.0,282.08,59.4,forsyth
2015-01-15 06:26:00+00:00,1.63,70.0,282.04,59.39,forsyth
2015-01-15 08:08:00+00:00,23.61,69.42,245.52,62.48,newell
2015-01-15 08:09:00+00:00,23.61,69.0,246.88,61.45,forsyth
2015-01-15 08:13:00+00:00,23.68,69.42,245.52,62.48,ohtani
2015-01-15 10:28:00+00:00,5.64,70.0,281.97,59.39,forsyth
2015-01-15 11:13:00+00:00,0.73,66.24,220.89,64.05,ohtani
2015-01-15 11:15:00+00:00,0.6,66.0,219.84,64.29,forsyth
2015-01-15 11:49:00+00:00,1.24,66.59,218.84,64.78,newell
2015-01-15 11:50:00+00:00,1.24,66.0,219.92,64.27,forsyth
2015-01-15 13:05:00+00:00,1.34,70.0,205.3,70.99,forsyth
2015-01-15 13:21:00+00:00,2.88,66.59,218.84,64.78,newell
2015-01-15 14:01:00+00:00,3.7,66.0,222.63,63.7,forsyth
2015-01-15 14:05:00+00:00,1.41,65.37,180.63,68.88,newell
2015-01-16 01:22:00+00:00,22.59,71.0,306.62,63.99,forsyth
2015-01-16 03:13:00+00:00,0.73,67.0,309.59,60.53,forsyth
2015-01-16 04:26:00+00:00,2.03,67.41,310.32,62.0,ohtani
2015-01-16 04:28:00+00:00,2.08,67.41,310.32,62.0,newell
2015-01-16 04:28:00+00:00,2.06,67.0,309.29,60.47,forsyth
2015-01-16 07:21:00+00:00,22.8,69.42,245.52,62.48,ohtani
2015-01-16 07:26:00+00:00,0.97,68.0,266.58,57.37,forsyth
2015-01-16 10:24:00+00:00,23.86,66.24,220.89,64.05,ohtani
2015-01-16 10:26:00+00:00,8.15,73.99,306.43,67.93,newell
2015-01-16 10:27:00+00:00,8.15,73.0,305.67,65.88,forsyth
2015-01-16 11:42:00+00:00,3.45,67.0,248.84,58.98,forsyth
2015-01-16 17:41:00+00:00,23.06,69.0,79.98,74.19,forsyth
2015-01-16 18:30:00+00:00,2.59,66.71,128.92,71.59,ohtani
2015-01-16 18:34:00+00:00,2.65,66.0,129.57,71.88,forsyth
2015-01-17 02:10:00+00:00,4.15,71.0,16.62,74.04,forsyth
2015-01-17 02:10:00+00:00,23.59,67.41,310.32,62.0,newell
2015-01-17 02:11:00+00:00,23.87,65.75,314.56,61.16,ohtani
2015-01-17 02:32:00+00:00,23.88,71.43,307.1,65.42,newell
2015-01-17 09:52:00+00:00,1.53,67.48,248.89,58.77,ohtani
2015-01-17 10:12:00+00:00,1.86,67.0,249.09,58.93,forsyth
2015-01-17 10:19:00+00:00,22.86,70.87,211.21,70.36,newell
2015-01-17 11:44:00+00:00,0.65,71.0,218.05,69.73,forsyth
2015-01-17 22:31:00+00:00,23.91,66.86,16.03,69.3,ohtani
2015-01-17 22:34:00+00:00,23.96,66.0,13.71,68.82,forsyth
2015-01-17 22:34:00+00:00,23.98,66.86,16.03,69.3,newell
2015-01-18 02:19:00+00:00,23.66,69.98,308.27,64.17,ohtani
2015-01-18 02:23:00+00:00,23.73,69.0,307.94,62.21,forsyth
2015-01-18 11:47:00+00:00,0.41,70.87,211.21,70.36,newell
2015-01-18 11:47:00+00:00,17.46,69.0,78.98,74.17,forsyth
2015-01-18 11:48:00+00:00,0.41,70.87,211.21,70.36,ohtani
2015-01-18 20:03:00+00:00,0.03,65.95,61.21,69.6,ohtani
2015-01-18 20:06:00+00:00,0.08,65.0,60.33,69.62,forsyth
2015-01-19 01:19:00+00:00,2.73,66.86,16.03,69.3,ohtani
2015-01-19 01:20:00+00:00,22.61,69.98,308.27,64.17,newell
2015-01-19 01:20:00+00:00,2.75,66.0,14.24,68.86,forsyth
2015-01-19 01:42:00+00:00,23.0,69.98,308.27,64.17,newell
2015-01-19 18:44:00+00:00,21.2,73.53,15.6,77.0,ohtani
2015-01-19 18:46:00+00:00,0.04,69.0,79.84,74.19,forsyth
2015-01-19 21:57:00+00:00,23.95,66.82,22.96,69.86,ohtani
2015-01-19 22:00:00+00:00,23.8,67.8,22.22,70.54,newell
2015-01-19 22:00:00+00:00,1.92,65.0,60.17,69.62,forsyth
2015-01-20 08:07:00+00:00,23.84,67.48,248.89,58.77,ohtani
2015-01-20 08:12:00+00:00,23.92,67.0,249.28,58.9,forsyth
2015-01-21 10:55:00+00:00,0.46,71.0,227.65,67.74,forsyth
2015-01-21 13:16:00+00:00,11.25,78.0,303.38,70.81,forsyth
2015-01-21 14:59:00+00:00,4.41,66.0,220.83,64.08,forsyth
2015-01-21 15:49:00+00:00,10.1,75.0,274.71,64.46,forsyth
2015-01-21 15:54:00+00:00,13.77,78.93,303.85,72.78,newell
2015-01-21 17:04:00+00:00,3.48,65.0,172.92,69.91,forsyth
2015-01-21 17:04:00+00:00,3.5,65.92,170.9,70.08,newell
2015-01-21 17:12:00+00:00,2.45,65.67,147.89,70.62,ohtani
2015-01-21 17:52:00+00:00,7.2,71.57,226.23,68.41,newell
2015-01-21 18:00:00+00:00,3.15,65.0,149.25,70.87,forsyth
2015-01-21 22:37:00+00:00,0.61,66.82,22.96,69.86,ohtani
2015-01-21 23:49:00+00:00,1.19,66.0,13.96,68.84,forsyth
2015-01-22 00:38:00+00:00,2.63,68.19,25.79,71.09,newell
2015-01-22 00:39:00+00:00,2.63,68.0,23.03,71.44,forsyth
2015-01-22 04:50:00+00:00,2.3,71.0,306.22,63.92,forsyth
2015-01-22 08:54:00+00:00,6.59,73.0,305.93,65.93,forsyth
2015-01-22 09:38:00+00:00,7.24,71.43,307.1,65.42,newell
2015-01-22 09:38:00+00:00,7.27,69.0,307.66,62.15,forsyth
2015-01-22 09:58:00+00:00,7.63,73.99,306.43,67.93,newell
2015-01-22 10:30:00+00:00,23.77,66.59,218.84,64.78,newell
2015-01-22 11:12:00+00:00,22.27,65.0,181.78,69.18,forsyth
2015-01-22 11:12:00+00:00,22.29,65.37,180.63,68.88,newell
2015-01-22 11:44:00+00:00,23.83,70.64,203.38,71.32,newell
2015-01-22 13:34:00+00:00,19.33,69.34,80.7,73.53,newell
2015-01-22 13:44:00+00:00,0.97,65.0,182.32,69.13,forsyth
2015-01-22 17:59:00+00:00,10.75,77.0,265.36,67.09,forsyth
2015-01-22 18:39:00+00:00,6.37,70.0,205.75,70.92,forsyth
2015-01-22 18:42:00+00:00,23.97,69.34,80.7,73.53,ohtani
2015-01-22 20:44:00+00:00,22.73,74.0,11.59,76.75,forsyth
2015-01-23 01:18:00+00:00,3.32,68.19,25.79,71.09,newell
2015-01-23 01:19:00+00:00,3.32,68.0,23.0,71.44,forsyth
2015-01-23 01:28:00+00:00,22.92,72.64,307.1,65.42,ohtani
2015-01-23 03:30:00+00:00,1.13,72.0,308.66,65.41,forsyth
2015-01-23 04:29:00+00:00,0.39,66.7,291.6,58.1,ohtani
2015-01-23 04:53:00+00:00,23.95,69.0,282.9,58.41,forsyth
2015-01-23 04:55:00+00:00,0.01,69.6,282.71,60.05,newell
2015-01-23 05:17:00+00:00,22.31,73.6,263.99,64.32,newell
2015-01-23 08:35:00+00:00,11.05,75.0,9.96,77.68,forsyth
2015-01-23 08:44:00+00:00,3.9,70.39,281.85,60.82,newell
2015-01-23 10:41:00+00:00,23.47,71.5,216.35,70.14,ohtani
2015-01-23 10:43:00+00:00,22.71,70.0,205.0,71.04,forsyth
2015-01-23 12:00:00+00:00,9.74,73.0,305.53,65.86,forsyth
2015-01-23 12:09:00+00:00,1.51,66.59,218.84,64.78,ohtani
2015-01-23 12:12:00+00:00,0.82,70.87,211.21,70.36,newell
2015-01-23 16:12:00+00:00,21.78,69.34,80.7,73.53,newell
2015-01-23 16:15:00+00:00,21.81,69.0,80.37,74.19,forsyth
2015-01-23 16:24:00+00:00,0.73,66.71,128.92,71.59,ohtani
2015-01-23 18:05:00+00:00,2.19,66.0,129.66,71.88,forsyth
2015-01-23 18:06:00+00:00,2.21,66.71,128.92,71.59,ohtani
2015-01-24 04:57:00+00:00,0.88,66.7,291.6,58.1,ohtani
2015-01-24 05:01:00+00:00,0.01,70.0,282.11,59.4,forsyth
2015-01-24 09:58:00+00:00,1.56,67.0,249.09,58.93,forsyth
2015-01-24 09:59:00+00:00,1.58,67.48,248.89,58.77,ohtani
2015-01-24 14:03:00+00:00,1.27,65.37,180.63,68.88,ohtani
2015-01-24 16:29:00+00:00,1.83,65.67,147.89,70.62,ohtani
2015-01-24 19:36:00+00:00,8.07,71.0,218.77,69.59,forsyth
2015-01-24 20:25:00+00:00,0.38,65.95,61.21,69.6,ohtani
2015-01-24 20:27:00+00:00,22.49,68.0,22.67,71.42,forsyth
2015-01-24 20:27:00+00:00,0.43,65.95,61.21,69.6,newell
2015-01-25 04:01:00+00:00,23.98,72.21,291.48,63.75,ohtani
2015-01-25 04:05:00+00:00,1.51,71.43,307.1,65.42,newell
2015-01-25 04:06:00+00:00,1.51,71.0,306.37,63.94,forsyth
2015-01-25 11:28:00+00:00,0.91,66.24,220.89,64.05,ohtani
